,product_name,price,nbr_reviews,flavor,reviews_title,reviews,flavors_rating,sweetness_ratings,lasting_rating,nbr_1_stars,nbr_2_stars,nbr_3_stars,nbr_4_stars,nbr_5_stars
0,Candy King Air Disposable Vape 5% Nicotine,14.99,128,"['BlueRazz Straws', 'Gummy Worms', 'Gush Fruits', 'Hard Apple', 'Mint Fresh', 'Peachy Rings', 'Pink Squares', 'Rainbow Dweebz', 'Strawberry Rolls', 'Strawberry Watermelon Bubblegum', 'Sugar Batch', 'White Gummy']","['King', 'Cape', 'It was great', 'Amazing', '👍', 'Review for Candy King Air Disposable', 'Love em 🤙🏽', 'Taste less', 'Good', 'Long-lasting', 'Really good', 'Really good', 'My fav', 'Amazing Vape', 'Awesome', 'First time', 'Thumbs up', 'This', ""Excellent flavor but doesn't hold well to charging"", 'Green Apple', 'Amazing', 'Charging', 'Strawberry watermelon bubblegum', 'Amazing', 'Really good', 'Gummy Worms', 'Its good', 'Strong', 'Amazing product!', 'One of my favorites.', 'Best ever', 'Vape', 'Great', 'Not as good', 'The best', 'Good!', 'Great', 'Will never go back to cigarettes', 'Good flavor', 'Good flavor', 'Does the trick', 'Love it', 'Great', 'Good variety', 'review', 'Good flavor', 'Look, feel, flavor all great', 'Strawberry rolls', 'Blueberry', 'Mint', 'Amazing flavor', 'Great vape', 'Nice favor', 'decent', 'White gummy', 'Great', 'Candy king', 'A', 'Love it', 'Good Flavor', 'Good for the most part', 'Smooth', 'Flavor is decent', 'Good flavor', 'Not bad', '👍🏻👍🏻👍🏻', 'Mint', 'Long lasting', 'Not very peachy. But still good flavor', 'Delicious!!', 'Favorite', 'Candy King', 'Nahhh', 'Flavor', 'good flavor', 'taste is good', 'Best Vape flavor ever.', 'Peachy Rings', 'too sweet', 'Review', 'Good vape', 'Strawberry, Watermelon, Bubblegum', 'Flavor', 'Yum!', 'good flavor', 'Good but not great.', 'Great!', 'Meh', 'Vape', 'Charge it.', 'Not too bad', 'same taste as real juice', 'Smells and tastes like candy', 'HAPPY with product', 'Good!', 'Good', 'Great', 'Great', 'Candy king gumi worms', 'Flavors were ehh', 'Love it!', 'Excellent', 'Smooth', 'More flavor', 'So far so good', 'Candy', 'Love this product and all the flavors', 'Candy King Air - Blue Razz', 'Happy customer', 'BLUE RAZZ', 'Ok', '👍🏻👍🏻', 'fruit gush', 'Candy king', 'Great Flavor, Short Life.', 'Good or great?', 'Kinda weak', 'Not the best', 'Candy King', 'Vape', 'Solid', 'Candy King', 'Pretty bomb', 'It’s good', 'Candy king', 'Love it', 'Flavor is kind of weak', 'Strawberry Roll']","['Worked great', 'Great taste', 'I liked this one. Nice flavor and was very smooth!', 'Tastes just like the candy!', 'Decent', ""Great flavor and nicotine mix, but it sure as heck didn't last for 6000 puffs!"", 'Full of Flavor and long lasting', ""I didn't like it the flavor lasted one day then started to taste burned"", ""Serviceable vape. Very sweet. A bit rough on the throat hit. One of the best I've tried but I like the elf aero and ultra and the ohmlettes a bit better because of their coils. Will probably buy more though for flavor variety."", 'Smooth and tasty', 'I really like the gummy bear but this one is really good too!', 'I really like the pink squares!', 'My new fav', 'Great taste and a very smooth hit! Definitely worth the purchase', 'I love it something different', 'This one is stronger than others I have tried in the past. Great flavor though.', 'Like the flavor', 'It was very yummy', 'Peach Rings literally tastes like peach rings!!! Really enjoyed it while it lasted but flavor changed after charging 2x and had to toss. Still 5 stars though because the flavor is too good and the concept is really fun.', 'I switched to this after 35 yrs of smoking. Awesome!', 'Great flavor and lasted without a drop\nIn the taste or flavor', 'Runs out of charge and starts to taste stale', 'Great flavor. First time trying this brand and I’m pleased with it', 'Delicious', 'Great flavour! Charge lasts for quite a long time', 'I got the flavor Gummy Worms. It’s pretty good, maybe a little bit too sweet for me. Still good nonetheless.', 'It has the right amount of flavor without being too overwhelming. It charges quick & lasts a pretty long time', 'Great flavor, super sweet and sour. Only dislike is that it almost burns my throat, making me unable to hit the vape twice in a row', 'Smokes really nice and has a great flavor.', 'First time trying this brand. Pretty sweet.', 'Doesn’t leave that aftertaste in your mouth. It’s sweet it’s good I even ordered a second time of six different flavors waiting on that shipment.', 'Flavor is really taste.', 'Lasts long and great flavor', 'I like other brands a lot betterp', 'Compact design and long lasting, very good flavor', 'Good!', 'Tasty', 'Love them!!! I do not smell like cigarettes!!', 'Good flavor and last long', ""One of the best I've tried."", 'Ordered in 3 flavors, Mint Fresh, Peach Rings, and Pink Squares. The mint is standard mint, it is great. The candy flavors are decent but I not the best that I have had.', 'Taste is so addicting. I love it!', 'Great', 'Candy King has a good variety of flavors. The vapes last all day before needing a recharge, and I am a fairly heavy vaper.', 'it’s good.', 'Good flavor and consistent puffs. Long lasting', ""One of my favorite vapes I've tried, definitely recommend."", 'It was good but for only a week', 'Good flavor', ""My husband loves this flavor. He's converting from smoking cigarettes, the mint seems to help."", 'Amazing flavor', 'Lasts for ever as long as you charge it and tastes great', 'Good Flavor', 'decent but not so smooth pull', 'Great flavor good hit and long lasting', 'Great', 'This one had a good flavor, rechargeable so lasted longer than normal. I would recommend this one', 'Great product 100% recommended', 'Love this', 'Long lasting - Good flavor', 'Good for a while then started to have a different flavor', 'Great flavor and super smooth. Love these rechargeable vapes, last long and no worries of not using it enough before the battery dies', ""Would try another flavor to see if it's just the one I got"", ""Have to charge often but other then that it's great"", 'The flavor is good, but it’s weak on the vapor/smoke.', '👍🏻', 'This one is like the others. Nice minty flavor and holds a long time. I would buy again', 'It’s very nice. I had hoped they would last longer. They have 6000 puffs. But I want to order more of the same next time.', 'Not as much peach flavor as I would like to have, but still a good flavor.', 'This one is one of my favorites!! It’s awesome!', 'LOVE IT, ONLY ONE I WANT! I CANT FIND ANY IN SOUTH CAROLINA!\nFound you guys, and want to purchase more! Please KEEP SELLING THIS Specific\nONE\nthank you', 'These are my favorite disposable vape. The Peachy Rings has a great flavor!', 'I figured id try this since I like the watermelon, bubblegum juice, this had a different taste and was way too cold for me.', 'Must recommend vape to get', ""only issue the flavor doesn't last long"", 'good flavor, good price', 'Taste just like gushers. Best vape flavor i have ever tried. Not too sweet but so much flavor.', ""The flavor is on point. However doesn't last that long."", 'too sweet', 'Smooth without after taste', 'This vape is good, but all the flavors taste menthol.', 'The title says it all. This is a great mix of flavors and by far one of my favorites. The fact you can get a couple of charges out of it before the flavor is gone is awesome. A must buy.', 'I love it tbh', 'Lasted a long time, good flavor!', 'flavor is good but dont last long', ""I had very high hopes for these because they look just like my favorite, Vibez. I was expecting them to be sweeter and more flavorful but they all let me down in a way. The sour blue straws are good but didn't love the others."", 'Love it!', ""The flavors aren't all great"", 'Yum', 'The Candy King Air Disposable Vape is chargeable and tastes very good. Just go puff, puff.', 'Tastes good but not enough hits before you have to charge it', 'I used to love the white gummy flavor in Jamba juice, so I tried Jamba flavor and it tasted the same.', ""I loved this one. Hits smooth, doesn't hiss after like some other brands. Smells and tastes just like the candy it's named after. Tastes a little burnt after the first time you charge it."", 'GOOD PRODUCT', 'Love the mixtures of flavors!', 'Good flavor', 'Great', 'Taste great', ""I didn't care for this one very much the gumi worms flavor didn't taste anything like gum worms I wish I would have tried the strawberry one to see if that one actually tasted like strawberry"", ""It's not that great comparing to new disposables out there"", 'Very good flavor. Last awhile. Very smooth', 'Great flavor and nice pull.', 'Smooth taste, love gummy, the shape makes for easy holding and fits flat in your pocket!', 'Needs more flavor!', 'I love the rechargeable vapes. They have great flavors and long lasting', 'I love it, you guys are awesome!', 'My favorite flavor would have to be the pink squares or the Rainbow', 'This tastes just like the candy it’s wild. Def recommend!', 'Every pod I get from them always works. Usually get it at smoke shops and they are the fake ones. They got the real ones!', 'Lasted a long time and great flavor. It lasted way longer than I thought it would! Reallyike the flavor, not overpowering, just right!', 'It’s was okay, I thought it was an elf bar but it wasn’t', 'Good', 'Good', 'Its good, would definitely recommend this to everyone', 'Not sure if it the disposable I got but this vape didn’t last as long as I thought. I got the mint fresh flavor and it tasted great but the life didn’t last that long even after charging it the vape didn’t have much in kick in it. Would recommend trying the puff plus or the flume for a mint vape', ""This disposable vape has great flavor but if I compare it to other Vapes it's hard to draw on so I would say this vape is good not great."", 'It’s good at first but the puffs get weak after some use, even after recharging it', 'It tastes like burnt rubber after a few hits … I have to stop puffing it for a few hours at a time to avoid that taste and when it tastes like rubber I’ll wait again', 'I like it, it last long and the flavor is decent!!', 'It taste good but didn’t think it lasted that long even after charging it', 'Good brand good flavors. This one is pretty good', 'Saw it was new and tried it. Hits decently', ""I like the shape and feel of it, a lot of other disposables are thick and a little bulky and this fits in my pocket really well. Flavor isn't amazing but better than a lot of others out there. Would probably buy again to try the other flavors"", 'Flavor is not mind blowing. Pretty standard artificial strawberry flavor (but sent they all?). the thin form factor and rechargeable aspect is what really sells this one. Also the draw is pretty tight on these, might be good or bad depending on you.', 'Good flavor', 'Great flavor and lasts a long time. Not much cloud but over all it’s great. Have purchased more and when they get more in stock I will buy again.', 'Only reason I gave a 4 because it lasted awhile, but the flavor was really light and you have to hit hard on it just to get something out of it.', 'It’s good.']",86.2805,78.0488,85.061,3,5,9,27,84
1,Daze Egge Disposable Vape 5% Nicotine,11.99,174,"['7obacco', 'Berry Fusion Iced', 'Cake Pop', 'Glacial Mint', 'Grapple Aloe', 'Island Colada', 'Lemon Tart', 'Mango Berry', 'Melonana', 'OG Reds Iced', 'OG Reds Watermelon Iced', 'Punch Bowl', 'Sour Bites', 'Strapple Iced', 'Tropic Passion', 'White Gummy']","['Cake Pop', 'Love these Vapes', 'Daze egge', 'One of my favs', 'Mango berry', 'Was nice but I prefer more flavor', 'Good quality', 'So glad I found this vape again!', 'Love it', 'Good flavor/convenient but does not hold up well to charging', 'Good flavor', 'Shorty', 'Could be better', 'Really good', 'Not as flavorful', 'Daze Egge', 'White gum', 'Tropical', 'Tricy', 'Very good', 'Review', 'Long lasting', 'Great size and flavor', 'Island Colada', 'Cheaper vape with great quality', 'Cutest disposable', 'Love these!', 'Strawberry', 'grapple aloe', 'MangoBerry', 'Good', 'Yeahhhhh buddy', 'Long last', 'Cake pop', 'Excellent', 'My favorite', 'Ugly design but good flavor', 'Good', 'Good flavor', 'OG Reds Ice', 'Lemon', 'Awesome', 'Watermelon is bomb', 'Love these little vapes', 'Pretty mid-tier', 'Cool', 'It is good', 'Fruit Punch and White Gummy', 'Always enjoyable', 'Good bang for your buck', 'Watermelon iced', 'Love it', 'Glacial mint review', 'Great flavors!', 'Long lasting!', 'Great', 'Good', 'Cake pop', 'White Gummi', 'A+', 'Great flavor', 'Love this brand', 'Good', 'Great vape!', 'Tropical passion', 'Good taste', 'Redd OG', 'Flavorful when you find your niche', 'Smooth', 'I like', 'Better', 'White gummy', 'Yummy!', 'Bomb', 'Bomb', 'Punch Bowl', 'RECHARGABLE DISPOSABLE.', 'Great', 'White Gummy', 'Not bad', 'Best dessert flavor dispose of all I have ever tried', 'Great', 'White Gummy', 'Great taste and Hit', 'Intense', 'Wide variety of flavors', 'its ok', 'Solid', 'Decent.', 'Love it!!!', 'Great', 'Love the Island Colada and White Gummy', 'Cute, yummy, and long lasting!', 'Pretty good', 'Hits 👍', 'Daze Egge', 'Great', 'Good', 'Love that this is chargeable', 'My go to', 'I only buy this brand', 'Good', 'Great little puffer', 'Great flavor', 'Good vape', 'Good vape', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Daze egge', 'Love that it’s rechargeable', 'Gg', 'Daze Review', 'Bomb', 'Love this flavor', 'Yummy flavor', 'Great product', 'VAPPER', 'Daze Egge Disposable', 'Great Flavor Short Life', 'OG Reds Watermelon Flavor', 'Good flavor', 'Best IMO', 'Great flavor!', 'Best vape I tried yet', '👍', 'Great flavor', 'Love', 'Best Deal', 'Daze', 'Flavor', 'Daze egge 5%', 'Yum!', 'good flavor', 'Good', 'Battery last long', 'white gummy', 'White berry', 'Glacial mint', 'Glacial mint', 'Glacial mint', 'Glacial mint', 'Daze egge', 'Taste good', 'great taste!', 'Great Flavor', 'Tiny and mighty!', 'Great', 'Daze Egg', 'Good as advertised', 'Awesome flavor', 'Love daze', ""The Daze Egge is one of the best I've tried so f"", 'Great', 'Great Little Device', 'Wow', 'Love it', 'New favorite!', 'love the flavor!', 'FIRE', 'Daze', 'pretty good', 'Bomb', 'Great flavors', 'compact', 'Best vape product!', 'Nice']","['This flavor tastes wonderful! Like a vanilla cake batter', 'Really love the service with these guys! The vapes are great and the delivery makes it super easy to get what you want and try new things.', 'Good flavor', 'Love the rechargeables. Haven’t had a bad flavor yet', 'It is just one k', 'Good', 'Great vape. I like the flavor. It has a tiny bit of “cool” or “ice” which I’m not a fan of but in this vape with this flavor it’s subtle and goes well together.', 'I love this one! I went to Florida and got one and ended up losing it. I didn’t know the name of it or anything. So glad I was able to find it again!', 'Cake pop is delicious. Just wish it lasted longer.', 'This is a very portable and lightweight device and the flavor (Cake Pop) was delicious. Huge amount of vapor from such a small device! However this did not hold well to charging and the flavor became completely burnt after recharging (did not have this experience with some other products) and I had to toss. Will be sticking to buying larger rechargeable disposable vapes in the future.', 'Lasts long', 'Decent product for the price. Just needs to be a little sweeter', ""Convenient size but lacking on flavor as I didn't get any mango flavors"", 'They are the best out of any I have tried so far. Once in a while one or two have a faulty battery. But not very often. I do like the ohmlet best because there’s more puffs', 'I was previously loyal to mint daze Egges. I switched to another brand and after going back the egge is not as flavorful/lasting as I remember.', 'Great flavor! Charge lasts for quite a long time', 'I like it so much, the tester snd flavors are wonderful.', 'Ran out fast', 'Very smooth smoke I love them', 'I like these more so than the elf bars, but that might be due to the very icy flavor I have. I will definitely be buying these again.', 'Great product', 'Flavor is good', 'One of the best tasting vapes you could try', 'It’s okay. A bit too minty for me. I’ll stick to my elf bars.', 'I love that it is rechargeable and it did last longer than some of the other brands', 'This is so cute and small, I definitely loose it all the time. But it tastes amazing like the original daze', ""These are great! Tried so many, I've had trouble finding flavors that aren't sooo sweet. The melonana is perfect! You do have to charge them occasionally but they charge quickly. Highly recommend !"", 'Flavor is muted and has an aftertaste similar to fruity toothpaste. Nic is strong enough to curb cravings. Fits in hand nicely. No throat hit, even in the beginning.', ""this by far is has been the best vape I have purchased, it hits medium, the flavors very tasteful, and I have not got bored of the taste,and the vape doesn't linger in your mouth or throat like others seam to .I'd give 10 stars if I could."", 'I really liked the mango berry combination.', 'Yummy', 'This is pretty alright. Got a little gross at the end but all good!', 'Last so long', 'I love the cake pop desert type flavor. It’s my favorite and the ONLY thing I will smoke!!!!! Plus they last a really long time!! You should definitely try it if you like sweet dessert type flavors', 'Great taste', 'This is the best lemon flavored vape I’ve found', 'Friends call it my ""pokeball,"" wish it were even MORE pokeball shaped. Awkward design, decent flavor. Like smarties.', 'Good', 'Really like this flavor', ""Loved the flavor but it didn't last long. It also wouldn't hold a charge for long. I had to keep recharging."", 'It was ok overall', 'I would recommend this product', 'Love every flavor so far', 'Great flavor', 'It’s not bad, but it’s not good either. Flavor is barely there and it tastes off after hitting it back-to-back. I immediately tossed it when I gave up on this particular one', 'Cool', 'Ok', 'These weren’t so good. I have yet to try cake pop and not sure if I should. Both flavors were off. Had a weird taste and feel in the mouth, similar to hyppe cotton clouds- tip- clouds in the name means it’s more like an ice cream flavor. White Gummy is a better option. Still looking for a good fruit punch 🤛', ""I'm honestly never disappointed. Will continue to buy from Huff & Puffers"", 'Great price and long lasting. Tastes good too!', ""Perfect little vape. I love this flavor and this product is just perfect I'm so glad I decided to give it a try."", 'I love it', 'Excellent', ""Last long and doesn't need much charging! Tastes just like the e juice flavors!"", 'You wouldn’t expect it, but this lil sucker will last a long time!(depending on how you use it) White Gummy is really good.. I have purchased this one several times', 'Mango berry is my favorite flavor', 'Taste and flow', ""Very long lasting, works very well with full charge. Nice and compact. Great if you don't like strong flavor. Very subtle vanilla cake flavor, not very sweet or over powering. Flavor does get a bit chalky."", 'Good flavor that keeps going and going and going!', 'I love the sweetness and acidity flavor it brings! Surprisingly the vape lasts longer', 'Love the flavor and long lasting. My favorite brand', 'The only brand I will buy, love the flavors and lasts long!', 'Good', 'I love this brand of Vape! The tastes are great, and they don’t burn out after charging. Highly recommend for the price', 'Really wasn’t a huge fan of the flavor', 'Good taste, a bit of apple in the beginning with some ice at the end. Doesn’t last long.', 'Loved this flavor. Smooth apple taste with a good ""iced"" mix.', ""Lasts a while so it's good . Will buy again"", 'Smooth hit, nice and compact', 'I like it hits perfect', 'Better product', ""Best flavor I've tried so far"", 'It delicious and smoothe.', 'Bussin', 'Bussin', 'Not bad! Love how cute and tiny the Daze Egg is! The flavors are pretty good, just wish they would last a bit longer and hit a bit harder', 'Need I say more.', 'Great flavor, lasts a long time', 'I was impressed with the flavor and how long it lasted. Hardly charged it.', ""The iciness isn't as strong in these Egge disposables as others I've tried but the flavor is otherwise good if you enjoy candied flavors versus emulated real fruit flavors."", 'Love them I have tried many flavor disposable and this one has the smoothest and most flavorful to me at least for those that like dessert flavors.', 'Best flavor', 'My fave disposable vape. Great flavor!', 'Daze egge has the best flavor and hit, only downside the flavor dies out quickly', 'The flavor is very strong, somewhat overpowering.', 'So many tasty flavors and rechargeable!', 'its alright tbh flavor is very weak', 'These short fatties are great. Hits smooth and flavor is great.', ""I like the style and feel of the vape. Didn't really like the flavor I got which was punch bowl or tropical punch, something along those lines. Good air flow and good quality I just didn't like the flavor."", 'Love this vape it is so good!', 'Great!', ""I've tried two of these little guys so far -- in white gummy, and island colada. I thought the latter could've been a bit stronger in flavor but I thought both were surprisingly delicious and enjoyed the flavors. Even though they have fewer puffs than Elf Bars, these usually last the same amount of time if not slightly longer than those for me. And they're several dollars cheaper, so this is a new go-to brand for me. I'm looking forward to trying the cake pop flavor."", 'Flavors are light, but still noticeable, and not too sweet or dense. I usually like to switch up between strong and light flavors from time to time, so I really like how airy this one is.\nUSB-C rechargeable is the ultimate plus and charges quick, and this vape definitely lasts longer than it looks.\nMy favorites are the Grapple Aloe and Strapple Ice if you’re looking for something fruity, but not too decadent like dessert flavors.\nAlso a big fan of the Glacial Mint if you want a light pallet cleanser if you’re already into mint flavors.', 'Very cute! Not the most flavorful but not bad for the price', 'Sheeeeeeeeeesh,love it', 'Great product for a great price', 'These are my go too’s. Small, easy, and convenient. Great flavor matched with fast rechargeable batteries. I switched from Flume’s to these and love them.', 'Very nice', 'Lasted a while for me, convient and good flavor! Will buy more!', 'My go to disposable vape.', 'I dont like any other flavor of anything but the white gunmi', '💯🔥', 'Great flavor that lasted a long time', 'You can taste the flavor very strong great product.', 'It is so good!', 'Nice', 'Good', 'Good', 'Good', '😌', 'Good', 'Good', 'Good', 'Good', 'Good', 'Good', 'Smooth vape', 'Great service with lots to choose from. I normally get the white gummy, this one was pretty good too!', 'The flavor is so good', 'Great quality, lasted a while and highly recommend.', 'Good flavor!', 'Now I’ve had every flavor minus clear (eww) besides this. Well I have been making a mistake bc wow, this is incredible!!! It’s sweet but gives you the correct throat hit. Also this is type C rechargeable. Daze Egges are a must', 'This disposable are the best', 'I liked the mintiness of the device, but I’m not really much of a sweet tooth and this has a sweet aftertaste on your tongue. Still a great product though!', 'Excellent vap', 'Easy to carry around. Good flavor.', 'Like the Candy King this had great flavor but it didn’t last that long. I got the White Gummi and it tasted soooo goood but again didn’t last as long as the other vapes I’ve had in the past. I would buy this again just because the flavor was soo good. I was hoping it would last longer than a weekend but then again I went to a music event so who knows how many puffs I actually took.', ""This wasn't too bad. I probably won't buy it again though. I really am opposed to rechargeable vapes, but I wanted to try this flavor because I like watermelon. I also think the vape itself had something to do with my review. If it was a slim tall vape like the others, maybe I would've given it 4 stars. Wasn't too fond of the shape of it."", 'I have used the juice from this brand for years. They make disposable vape now. I highly recommend this brand to everybody. And of course, this store is the best in town.', 'A lot better than some other brands! Smooth hitting and compact, chargeable( big +)! Would recommend', 'Original reds apple from back in the day.', 'Great vape with nice flavor not too sweet which is why I liked it', 'like it cause small portable', 'Horrible company but they have the best flavors', 'I used to buy the flums and the battery would always die out before I could even finish the flavor! Love that these are rechargeable and last longer! Flavor is on point', 'Really like the flavor and the longevity of it. You’d be surprised how long this lasts! Only thing I don’t like is the shape of it', 'Good flavors, last long', 'This rechargeable disposable vape has a great flavor!', 'Ive tried a few different flavors and all were excellent..even better is that you can recharge it so you make sure you get what you pay for as far as the juice goes..good product and good employees always friendly and knowledgeable.', 'Guava flavor is spot on!', 'taste gooooood', 'Good flavor', 'Battery last quite some time', 'I have tried 2 daze eggs, lemon tart and white gummy, and both have strong flavors while also feeling very smooth when used. Also really nice that they can be charged.', 'Very fruity light hit of mint..I wasn’t too much of a fan but my boyfriend enjoyed it', 'Great flavor!', 'Tastes good and lasts a long time', 'My favorite flavor', 'The flavor is good and it’s lasts a while especially since it’s rechargeable', 'Very good flavor all the way through, no burnt taste', 'Love the flavor,', 'reminds me of the old watermelon flavor!', 'Best vape for the price at, great flavors', 'Lasts long. Rechargeable!!!', 'Love the flavor', 'Perfect size and smooth taste with the mint.', 'I asked for a recommendation for new vapes and was introduced to the dazed egge and was very impressed. Thanks to all the great customer service from everyone at Huff N Puffers!!!!', 'Great flavor!', 'Buy it, you won’t regret it. Amazing flavors and lasts couple days!', 'This is my Vape shop since day one these guys always super busy working but still have patience with customers..prices are better than anywhere I know of too.', 'Very Minty', 'This was my first time trying and I am impressed. It’s small but lasts a long time and is rechargeable so you could use it all the way.', 'Good', 'The good thing is that is rechargeable', ""I remember I used to get Reds juice ALL the time! I'm so happy they came out with disposables because their flavors are so so good!"", 'my go to pen from now on! Super fire and last long', 'My go to now!!', 'Pretty surprised. Small and compact but still good flavors', 'the red one wasn’t bad but the green one is way better. both awesome if you remember it was like dripping into your mod back in the days.', 'New favorite vape', 'Get the strapple and grape aloe, the two best flavors', 'Great flavor, small in size, good hits', 'This vape lasts a long time since it is rechargeable you get every last once of juice! Worth it!', 'Pretty cool it’s rechargeable so you know you know you finished juice. Just beware it’s a USB-C port.']",87.2093,74.7093,82.5581,0,3,14,21,136
